state_action_state_weights
49188 682 1 1
"k" "N" "ais" 3
"eddi" "N" "o" 3
"eddi" "N" "a" 5
"ood" "N" "io" 2
"zz" "N" "y'" 6
"qu" "N" "y" 9
"do" "N" "popu" 9
"z" "N" "ig" 3
"oa" "N" "ks" 4
"v" "N" "popu" 8
"ch" "N" "yp" 3
"gi" "N" "y" 7
"sh" "N" "ora" 5
"u" "N" "urge" 2
"ce" "N" "ode" 2
"apper" "N" "jo" 4
"du" "N" "-i" 2
"aya" "N" "ju" 3
"ipp" "N" "th" 9
"p" "N" "udge" 6
"-e" "N" "zz" 2
"ado" "N" "tte" 4
"ager" "N" "joh" 4
"be" "N" "ow" 7
"ua" "N" "pe" 7
"idy" "N" "v" 5
"x" "N" "adi" 3
"re" "N" "zz" 5
"edit" "N" "ou" 6
"te" "N" "bb" 5
"ere" "N" "ge" 3
"era" "N" "pi" 10
"ss" "N" "d'" 2
"yu" "N" "di" 4
"k" "N" "idi" 8
"-i" "N" "ck" 4
"ay" "N" "dea" 4
"ce" "N" "eddi" 2
"mn" "N" "au" 3
"urr" "N" "g" 11
"ze" "N" "opera" 5
"oyd" "N" "or" 4
"er" "N" "adde" 4
"-i" "N" "ee" 4
"pod" "N" "n" 7
"dar" "N" "ke" 2
"ure" "N" "ck" 3
"-p" "N" "ia" 13
"api" "N" "e" 7
"s" "N" "pod" 17
"ire" "N" "eigh" 4
"k's" "N" "ph" 25
"z" "N" "oppe" 2
"ke" "N" "ca" 3
"ad" "N" "day" 2
"cher" "N" "jour" 4
"z" "N" "rr" 4
"id" "N" "is" 11
"ck" "N" "dea" 2
"me" "N" "pau" 2
"gu" "N" "r" 3
"rr" "N" "je" 8
"idge" "N" "origi" 9
"ea" "N" "ua" 4
"d" "N" "uer" 7
"uer" "N" "di" 2
"ur" "N" "ault" 2
"aud" "N" "sch" 9
"au" "N" "du" 2
"pa" "N" "poi" 2
"poi" "N" "u" 2
"ll" "N" "be" 9
"paper" "N" "er" 3
"j" "N" "al" 2
"ue" "N" "popu" 3
"po" "N" "pora" 2
"me" "N" "opp" 2
"ze" "N" "ke" 18
"year" "N" "eigh" 2
"sch" "N" "ugge" 2
"k" "N" "pipe" 4
"up" "N" "ied" 9
"c's" "N" "ear" 4
"ss" "N" "oy" 2
"oop" "N" "tt" 2
"mme" "N" "da" 9
"ard" "N" "der" 7
"pe" "N" "dep" 6
"er" "N" "eaux" 2
"mme" "N" "'" 20
"s" "N" "ippe" 3
"s" "N" "adju" 8
"ud" "N" "au" 3
"pad" "N" "k" 6
"aw" "N" "ope" 4
"uri" "N" "ou" 12
"ude" "N" "ck" 8
"ei" "N" "be" 15
"cke" "N" "j" 6
"ager" "N" "er" 10
"ided" "N" "ae" 6
"ep" "N" "ju" 14
"i" "N" "oppi" 4
"w" "N" "doub" 7
"da" "N" "ode" 7
"oye" "N" "sh" 2
"x" "N" "uer" 8
"j" "N" "ar" 4
"co" "N" "sch" 2
"iou" "N" "l" 5
"v" "N" "pai" 2
"sch" "N" "tt" 14
"adder" "N" "u" 5
"ow" "N" "io" 4
"ss" "N" "id" 8
"hi" "N" "h" 67
"ery" "N" "pu" 3
"de" "N" "jur" 11
"edera" "N" "le" 5
"mm" "N" "ch" 9
"g" "N" "aper" 3
"age" "N" "owe" 4
"ve" "N" "oppo" 5
"ide" "N" "ho" 12
"ari" "N" "po" 2
"b" "N" "yu" 3
"owe" "N" "ge" 2
"th" "N" "ara" 8
"up" "N" "hi" 3
"ss'" "N" "v" 4
"ae" "N" "or" 6
"or" "N" "hugh" 3
"ks" "N" "me" 6
"ype" "N" "power" 2
"uded" "N" "-i" 5
"appa" "N" "j" 5
"ks" "N" "ze" 9
"ogi" "N" "de" 3
"tsche" "N" "'" 2
"bbe" "N" "ch" 2
"se" "N" "edi" 2
"ired" "N" "j" 9
"da" "N" "ue" 5
"ayi" "N" "i" 2
"'" "N" "d'" 6
"ve" "N" "pop" 3
"pera" "N" "g" 2
"'" "N" "pai" 7
"ur" "N" "digi" 4
"ch" "N" "og" 4
"pal" "N" "n" 4
"z" "N" "opp" 2
"ji" "N" "be" 13
"ct" "N" "x" 12
"me" "N" "epi" 3
"deo" "N" "i'" 4
"dy" "N" "i" 7
"deo" "N" "z" 15
"pi" "N" "mm" 9
"ei" "N" "pu" 7
"or" "N" "pipe" 7
"ve" "N" "oh" 8
"oyer" "N" "er" 2
"z" "N" "our" 6
"ugh" "N" "u" 7
"te" "N" "ope" 11
"da" "N" "day" 2
"daw" "N" "c" 5
"daw" "N" "w" 4
"k" "N" "depo" 6
"aw" "N" "ow" 9
"za" "N" "p" 7
"t" "N" "za" 11
"ide" "N" "i'" 6
"a'" "N" "e" 2
"oep" "N" "b" 2
"ck's" "N" "pa" 7
"ks" "N" "aw" 6
"ge" "N" "audi" 6
"ior" "N" "oper" 2
"ep" "N" "do" 12
"sche" "N" "o" 9
"age" "N" "pri" 3
"yo" "N" "ne" 7
"ter" "N" "hi" 4
"m" "N" "epa" 5
"s'" "N" "oi" 2
"per" "N" "ai" 15
"se" "N" "oh" 8
"z" "N" "power" 12
"ce" "N" "sse" 4
"eaux" "N" "-e" 2
"tte" "N" "-e" 3
"fe" "N" "se" 9
"t" "N" "uer" 6
"jour" "N" "r" 9
"v" "N" "fe" 3
"ado" "N" "au" 2
"ye" "N" "j" 7
"b" "N" "odde" 18
"odde" "N" "m" 2
"odde" "N" "h" 2
"ud" "N" "ja" 6
"nd" "N" "ze" 4
"her" "N" "ju" 6
"rre" "N" "ju" 8
"je" "N" "pu" 2
"ide" "N" "age" 5
"you" "N" "pu" 2
"ad" "N" "popu" 5
"edge" "N" "pe" 13
"i" "N" "api" 5
"doo" "N" "do" 2
"y" "N" "dup" 7
"oa" "N" "kes" 2
"oad" "N" "oper" 2
"tte" "N" "pre" 3
"ure" "N" "ha" 6
"id" "N" "deri" 2
"opp" "N" "g" 6
"tte" "N" "ger" 2
"h" "N" "idge" 3
"ir" "N" "ve" 11
"cks" "N" "joh" 10
"mm" "N" "ja" 15
"gue" "N" "-e" 7
"z" "N" "cou" 2
"cou" "N" "l" 4
"du" "N" "pai" 2
"ck" "N" "ope" 4
"pau" "N" "p" 3
"ll" "N" "appoi" 8
"yr" "N" "z" 11
"yr" "N" "u" 3
"yr" "N" "v" 2
"gi" "N" "ph" 4
"ew" "N" "bb" 2
"c" "N" "oed" 2
"orre" "N" "tt" 4
"ye" "N" "do" 4
"pp" "N" "h" 3
"sh" "N" "ui" 24
"v" "N" "eda" 9
"eda" "N" "j" 7
"ia" "N" "aa" 8
"ou" "N" "yer" 2
"pe" "N" "tsche" 22
"pe" "N" "tsch" 9
"tsche" "N" "k's" 2
"h" "N" "pau" 3
"co" "N" "le" 6
"edy" "N" "er" 5
"ss" "N" "jewe" 4
"z" "N" "opa" 3
"eh" "N" "pa" 3
"or" "N" "gio" 2
"ce" "N" "epi" 5
"ie" "N" "hugh" 3
"ay" "N" "addi" 3
"cher" "N" "o'" 2
"eder" "N" "le" 25
"ired" "N" "per" 14
"ar" "N" "joy" 2
"ch" "N" "be" 3
"h" "N" "ero" 5
"ed" "N" "ower" 2
"edy" "N" "du" 5
"ery" "N" "depa" 3
"x-" "N" "t" 4
"dio" "N" "n'" 23
"aday" "N" "l" 9
"ks" "N" "ope" 8
"peru" "N" "ea" 6
"h" "N" "d'" 2
"cks" "N" "ve" 5
"ze" "N" "app" 2
"qu" "N" "ip" 3
"appe" "N" "p" 2
"ied" "N" "sch" 13
"upe" "N" "de" 2
"co" "N" "x" 11
"-p" "N" "aid" 4
"ay" "N" "par" 2
"augh" "N" "le" 2
"ded" "N" "ep" 2
"ah" "N" "power" 5
"q" "N" "pu" 7
"-p" "N" "our" 3
"ea" "N" "oa" 6
"ower" "N" "per" 9
"ah" "N" "or" 27
"oyd" "N" "er" 4
"dia" "N" "te" 11
"p" "N" "cie" 3
"ood" "N" "ide" 13
"owa" "N" "h" 12
"igh" "N" "jewe" 2
"yu" "N" "da" 20
"ur" "N" "ura" 5
"-up" "N" "aa" 4
"pea" "N" "u" 2
"eau" "N" "ve" 7
"ooper" "N" "ou" 2
"wh" "N" "ood" 3
"gia" "N" "ff" 2
"der" "N" "pod" 2
"or" "N" "peda" 5
"'" "N" "edi" 2
"ais" "N" "j" 5
"io" "N" "geo" 2
"z" "N" "dou" 2
"is" "N" "ea" 6
"joi" "N" "k" 15
"ks" "N" "joi" 2
"ce" "N" "add" 2
"urd" "N" "di" 4
"c" "N" "eder" 9
"de" "N" "ks" 3
"ng" "N" "lle" 2
"er" "N" "lle" 3
"f" "N" "depe" 9
"f" "N" "oder" 10
"eda" "N" "pe" 2
"our" "N" "popu" 2
"s'" "N" "do" 14
"y" "N" "ueh" 5
"eda" "N" "ph" 7
"-e" "N" "ure" 5
"ce" "N" "oppo" 3
"au" "N" "pri" 3
"g" "N" "eddi" 3
"ead" "N" "ar" 6
"iro" "N" "c" 3
"ay" "N" "jur" 2
"ige" "N" "k" 2
"age" "N" "appa" 2
"ade" "N" "pri" 2
"ow" "N" "the" 2
"e" "N" "did" 4
"ough" "N" "pipe" 3
"ood" "N" "app" 2
"urer" "N" "'" 4
"eier" "N" "le" 3
"uy" "N" "ai" 5
"ao" "N" "de" 17
"api" "N" "ne" 8
"are" "N" "tt" 23
"ery" "N" "i'" 2
"de" "N" "pie" 3
"oer" "N" "b" 3
"oid" "N" "ja" 5
"ayer" "N" "doub" 3
"ke" "N" "gu" 3
"ur" "N" "jer" 2
"ke" "N" "ged" 2
"ired" "N" "o'" 2
"h" "N" "ct" 12
"ju" "N" "peda" 2
"ure" "N" "pri" 10
"k's" "N" "dire" 2
"ks" "N" "owe" 2
"owe" "N" "ea" 7
"mp" "N" "o" 2
"ll" "N" "ered" 5
"fe" "N" "he" 3
"oyed" "N" "ger" 2
"sch" "N" "oppe" 2
"or" "N" "oy" 10
"ure" "N" "k's" 2
"io" "N" "lle" 8
"upper" "N" "re" 11
"edder" "N" "y" 19
"dead" "N" "me" 2
"n" "N" "da'" 17
"er" "N" "eide" 6
"ee" "N" "her" 7
"e" "N" "due" 8
"u" "N" "addi" 3
"aro" "N" "sh" 3
"i" "N" "edo" 2
"l" "N" "ippa" 7
"po" "N" "tch" 5
"sch" "N" "ap" 6
"odd" "N" "ea" 3
"ud" "N" "are" 4
"ower" "N" "year" 5
"ype" "N" "is" 5
"ja" "N" "ir" 14
"st" "N" "eye" 3
"ke's" "N" "ph" 3
"aud" "N" "pe" 4
"ah" "N" "opera" 2
"ey" "N" "dai" 3
"ippa" "N" "k" 5
"ic" "N" "a" 10
"p" "N" "be" 9
"fe" "N" "dea" 2
"lle" "N" "wh" 5
"pa" "N" "joh" 4
"d" "N" "pora" 5
"v" "N" "apa" 3
"digi" "N" "ze" 2
"are" "N" "opp" 2
"uer" "N" "v" 10
"era" "N" "je" 2
"le" "N" "digi" 9
"ad" "N" "ora" 3
"r" "N" "euer" 7
"opa" "N" "ck" 2
"er" "N" "ffe" 5
"gia" "N" "er" 3
"eaux" "N" "k" 7
"epp" "N" "j" 2
"ng-" "N" "w" 7
"aid" "N" "ll" 2
"he" "N" "di" 8
"due" "N" "ph" 3
"s'" "N" "le" 11
"awed" "N" "or" 2
"er" "N" "agi" 2
"ged" "N" "eigh" 5
"ia" "N" "ue" 2
"tch" "N" "eigh" 9
"ape" "N" "je" 5
"dered" "N" "eigh" 10
"pipe" "N" "x" 4
"po" "N" "up" 6
"g" "N" "oeh" 4
"mn" "N" "da" 2
"ouder" "N" "e" 9
"ery" "N" "pou" 3
"power" "N" "-i" 4
"ow" "N" "ia" 5
"e" "N" "oro" 6
"dai" "N" "ll" 10
"ed" "N" "pou" 12
"ippi" "N" "pa" 6
"o" "N" "ire'" 2
"io" "N" "cher" 2
"'" "N" "ada" 4
"ide" "N" "depo" 6
"ja" "N" "kes" 10
"ager" "N" "ve" 2
"iew" "N" "ur" 2
"ks" "N" "op" 7
"ud" "N" "ia" 3
"iper" "N" "ar" 4
"ide" "N" "fe" 2
"uer" "N" "or" 5
"fe" "N" "up" 3
"z" "N" "ied" 3
"k" "N" "par" 10
"-up" "N" "te" 3
"zz" "N" "urr" 2
"ded" "N" "joh" 5
"der" "N" "urge" 4
"ired" "N" "ha" 2
"x" "N" "pal" 3
"q" "N" "uri" 16
"opi" "N" "sch" 3
"ks" "N" "ng" 4
"k" "N" "ype" 5
"ks" "N" "ord" 6
"ay" "N" "year" 15
"i" "N" "ault" 16
"-up" "N" "z" 8
"di" "N" "e'" 2
"c" "N" "ta" 2
"ard" "N" "ad" 6
"ed" "N" "er'" 4
"au" "N" "m'" 4
"are" "N" "ae" 2
"erge" "N" "ja" 4
"ow" "N" "ay" 4
"ough" "N" "pur" 7
"od" "N" "ve" 7
"ood" "N" "al" 2
"ce" "N" "cou" 3
"i" "N" "pera" 7
"ge" "N" "the" 3
"je" "N" "is" 5
"da" "N" "ie" 6
"erie" "N" "u" 6
"ery" "N" "o'" 13
"ter" "N" "je" 7
"joi" "N" "b" 14
"op" "N" "ad" 5
"uda" "N" "ja" 11
"ie" "N" "joi" 2
"sh" "N" "ya" 9
"apo" "N" "or" 3
"uda" "N" "ph" 3
"eyed" "N" "d" 9
"ide" "N" "gg" 9
"aday" "N" "f" 8
"idd" "N" "n" 2
"au" "N" "gg" 5
"ph" "N" "power" 4
"me" "N" "gu" 3
"awe" "N" "w" 3
"ho" "N" "le" 3
"ada" "N" "ge" 6
"ir" "N" "re" 3
"au" "N" "pe" 15
"yd" "N" "c" 28
"d" "N" "lle" 10
"edu" "N" "k" 2
"ger" "N" "audi" 3
"ip" "N" "-p" 6
"ar" "N" "oe" 3
"ged" "N" "ear" 6
"ew" "N" "paper" 7
"idge" "N" "ger" 8
"nne" "N" "power" 2
"sh" "N" "ff" 2
"ower" "N" "ke" 4
"ui" "N" "ji" 4
"uer" "N" "ph" 5
"u" "N" "eu" 9
"ch" "N" "uh" 2
"m" "N" "c's" 10
"f" "N" "apper" 4
"io" "N" "ss" 6
"mm" "N" "origi" 4
"ph" "N" "ca" 2
"u" "N" "n-" 3
"rr" "N" "sc" 2
"sch" "N" "ure" 12
"udi" "N" "sh" 8
"b" "N" "orou" 15
"z" "N" "pora" 2
"joy" "N" "me" 2
"re" "N" "sse" 2
"ogi" "N" "ck" 8
"tte" "N" "ad" 2
"s'" "N" "age" 2
"e" "N" "ti" 3
"kh" "N" "po" 2
"kh" "N" "y" 10
"ks" "N" "dep" 10
"je" "N" "ey" 6
"ogi" "N" "th" 9
"th" "N" "paig" 2
"paig" "N" "h" 7
"jay" "N" "jai" 2
"ge" "N" "oy" 2
"iew" "N" "jo" 6
"al" "N" "oo" 2
"dead" "N" "dead" 2
"erred" "N" "y" 4
"igh" "N" "ord" 10
"dep" "N" "w" 3
"urer" "N" "le" 3
"ng" "N" "gue" 14
"ype" "N" "ie" 3
"i" "N" "geo" 7
"ari" "N" "da" 9
"ay" "N" "od" 3
"b" "N" "joi" 28
"ze" "N" "ze" 7
"'" "N" "oy" 4
"aw" "N" "ve" 9
"ow" "N" "oy" 4
"ed" "N" "erer" 3
"ia" "N" "ks" 2
"oupe" "N" "'" 2
"ed" "N" "d'" 2
"au" "N" "ha" 2
"did" "N" "pa" 7
"uy" "N" "dia" 2
"opp" "N" "f" 12
"r" "N" "pear" 12
"due" "N" "z" 2
"ji" "N" "ou" 6
"opo" "N" "ie" 2
"ora" "N" "per" 2
"aded" "N" "de" 7
"ouri" "N" "'" 5
"g" "N" "peri" 11
"ed" "N" "id" 5
"n" "N" "daw" 4
"st" "N" "appea" 5
"p" "N" "dar" 2
"op" "N" "edge" 5
"gia" "N" "rr" 2
"ye" "N" "ve" 5
"ore" "N" "f" 21
"ded" "N" "ff" 2
"ear" "N" "do" 4
"her" "N" "pi" 3
"ch" "N" "pipe" 2
"igh" "N" "dow" 2
"s'" "N" "ae" 3
"ll" "N" "iper" 4
"oppe" "N" "o" 3
"opo" "N" "b" 8
"ber" "N" "u" 14
"z" "N" "doo" 3
"ee" "N" "pear" 2
"ne" "N" "ga" 2
"od" "N" "te" 7
"dia" "N" "y" 21
"ewed" "N" "up" 3
"ui" "N" "ju" 5
"k" "N" "yo" 60
"deo" "N" "-p" 2
"ss" "N" "pre" 18
"v" "N" "iro" 8
"ff" "N" "auer" 2
"fe" "N" "io" 8
"oe" "N" "dia" 2
"cc" "N" "g" 3
"ido" "N" "de" 2
"ided" "N" "ow" 2
"h" "N" "orou" 2
"yu" "N" "nn" 2
"pie" "N" "pi" 8
"uppo" "N" "o" 4
"ve" "N" "ff" 3
"ide" "N" "pal" 2
"gue" "N" "du" 6
"ew" "N" "upper" 5
"m" "N" "ti" 3
"ter" "N" "ca" 2
"uppo" "N" "w" 3
"t" "N" "st" 3
"z" "N" "daugh" 2
"pai" "N" "lle" 17
"a'" "N" "z" 2
"e" "N" "yder" 5
"q" "N" "jour" 5
"s" "N" "dir" 3
"dir" "N" "r" 2
"ura" "N" "pe" 4
"ja" "N" "ora" 2
"eppi" "N" "h" 2
"ap" "N" "re" 5
"f" "N" "uj" 2
"c" "N" "day" 9
"s's" "N" "m" 2
"ied" "N" "ge" 2
"ard" "N" "dow" 2
"sch" "N" "pu" 3
"ur" "N" "gg" 5
"yr" "N" "ch" 9
"er" "N" "a'" 10
"ired" "N" "ne" 2
"gge" "N" "th" 13
"oid" "N" "ju" 2
"ji" "N" "ide" 10
"ji" "N" "ider" 10
"a" "N" "p'" 2
"igh" "N" "ered" 4
"w" "N" "adi" 35
"v" "N" "eur" 3
"gh" "N" "z" 13
"pe" "N" "opera" 3
"cs'" "N" "m" 13
"ais" "N" "q" 6
"er'" "N" "l" 6
"g" "N" "ye" 23
"gue" "N" "wh" 10
"s'" "N" "are" 11
"he" "N" "ja" 4
"ted" "N" "di" 8
"je" "N" "zz" 10
"uri" "N" "ja" 6
"r" "N" "dah" 9
"euer" "N" "n" 9
"ee" "N" "doo" 5
"ke" "N" "-e" 5
"q" "N" "ei" 25
"jer" "N" "q" 2
"k" "N" "ough" 10
"ode" "N" "ge" 3
"i" "N" "depe" 8
"ou" "N" "age" 5
"u" "N" "c's" 3
"api" "N" "x" 7
"ope" "N" "der" 5
"p" "N" "ouri" 9
"que" "N" "d'" 2
"ire" "N" "oa" 6
"uo" "N" "b" 24
"yd" "N" "th" 12
"" "N" "chi" 2
"za" "N" "f" 14
"peda" "N" "y" 3
"gia" "N" "is" 16
"ipper" "N" "di" 6
"ff" "N" "ia" 7
"sch" "N" "tsche" 5
"owed" "N" "jo" 4
"e" "N" "ga" 6
"h" "N" "pipe" 2
"ough" "N" "yo" 3
"t" "N" "eid" 2
"eau" "N" "ee" 3
"ype" "N" "j" 11
"y" "N" "odi" 5
"ah" "N" "ea" 18
"die" "N" "per" 12
"ued" "N" "le" 2
"tch" "N" "day" 3
"j" "N" "ay" 5
"f" "N" "nn" 12
"n" "N" "uder" 20
"ade" "N" "origi" 6
"ouri" "N" "ger" 2
"l" "N" "odg" 4
"yder" "N" "ou" 2
"f" "N" "ider" 4
"wh" "N" "ipper" 5
"og" "N" "er" 14
"tsch" "N" "pa" 3
"ker" "N" "q" 3
"ord" "N" "ad" 6
"urde" "N" "f" 2
"odg" "N" "er" 4
"ais" "N" "ed" 2
"ori" "N" "pa" 3
"eder" "N" "sch" 6
"uy" "N" "pear" 5
"ay" "N" "digi" 2
"dead" "N" "ai" 17
"urde" "N" "i" 5
"ar" "N" "up" 7
"ju" "N" "ks" 8
"v" "N" "daugh" 2
"-p" "N" "ard" 3
"le" "N" "uder" 2
"or'" "N" "sh" 2
"uppo" "N" "a" 10
"er" "N" "ora" 6
"io" "N" "ya" 3
"ie" "N" "oo" 7
"" "N" "be" 3
"s" "N" "aigh" 5
"sse" "N" "j" 9
"ck" "N" "addi" 4
"hu" "N" "th" 22
"aw" "N" "depa" 3
"age" "N" "yea" 3
"ch" "N" "owi" 6
"oya" "N" "o'" 3
"era" "N" "year" 2
"rr" "N" "ada" 2
"ade" "N" "sc" 5
"o" "N" "adap" 6
"oyed" "N" "jo" 3
"cc" "N" "up" 5
"mme" "N" "q" 10
"s" "N" "ewe" 2
"tsche" "N" "or" 2
"ergy" "N" "er" 4
"n" "N" "euer" 6
"ied" "N" "oa" 2
"ke" "N" "io" 13
"l" "N" "ipe" 9
"sh" "N" "bb" 2
"ed" "N" "ao" 5
"ea" "N" "ze" 38
"ay" "N" "ge" 6
"u" "N" "ao" 11
"sse" "N" "sch" 5
"ough" "N" "dow" 9
"yi" "N" "jo" 5
"ue" "N" "daugh" 3
"due" "N" "hi" 7
"h" "N" "dur" 5
"ewer" "N" "ou" 4
"ue" "N" "gg" 10
"ood" "N" "ee" 4
"ie" "N" "io" 5
"ired" "N" "doub" 2
"eu" "N" "ju" 2
"eaded" "N" "do" 4
"orough" "N" "j" 3
"rr" "N" "aj" 4
"'" "N" "oro" 2
"epa" "N" "a" 3
"tsch" "N" "v" 8
"apo" "N" "u" 3
"jay" "N" "per" 4
"ough" "N" "you" 6
"i" "N" "pad" 24
"-p" "N" "od" 6
"ld" "N" "w" 3
"pou" "N" "ja" 5
"sh" "N" "pal" 2
"oye" "N" "b" 7
"ri" "N" "n" 3
"aier" "N" "ch" 2
"ugge" "N" "i" 7
"gh" "N" "app" 4
"pep" "N" "p" 3
"ch" "N" "eide" 4
"due" "N" "pu" 2
"oded" "N" "g" 38
"ere" "N" "appa" 2
"sh" "N" "appe" 2
"der" "N" "depa" 2
"iew" "N" "ord" 2
"gi" "N" "pe" 2
"cher" "N" "ai" 4
"ff" "N" "doub" 4
"du" "N" "popu" 6
"g" "N" "hir" 3
"gea" "N" "r" 9
"apper" "N" "are" 3
"aged" "N" "sch" 2
"ead" "N" "eye" 2
"tt" "N" "hi" 4
"gue" "N" "he" 2
"peri" "N" "v" 5
"ne" "N" "jur" 3
"pea" "N" "l" 5
"aid" "N" "joh" 6
"jai" "N" "f" 13
"ll" "N" "pau" 3
"se" "N" "up" 13
"ta" "N" "di" 2
"s'" "N" "wh" 2
"g" "N" "epper" 3
"ta" "N" "po" 4
"l" "N" "dip" 4
"apa" "N" "u" 3
"b" "N" "geo" 3
"power" "N" "j" 10
"r" "N" "adju" 5
"adju" "N" "r" 7
"edi" "N" "q" 3
"pie" "N" "ea" 11
"u" "N" "edera" 2
"ded" "N" "ad" 3
"k" "N" "ged" 2
"ep" "N" "au" 11
"edt" "N" "h" 3
"year" "N" "que" 3
"ep" "N" "-up" 2
"w" "N" "sc" 3
"ooper" "N" "sc" 2
"ough" "N" "se" 5
"le" "N" "oo" 5
"ood" "N" "ss" 3
"ng" "N" "upp" 3
"ere" "N" "the" 2
"nd" "N" "eye" 6
"odd" "N" "z" 12
"ks" "N" "opera" 11
"igi" "N" "t" 5
"ored" "N" "ee" 2
"ey" "N" "ff" 2
"que" "N" "ge" 4
"up" "N" "du" 5
"er" "N" "apo" 2
"dar" "N" "ch" 10
"eu" "N" "per" 2
"ji" "N" "sch" 5
"ada" "N" "je" 8
"nd" "N" "oi" 2
"ck" "N" "aw" 5
"cs" "N" "ll" 9
"lle" "N" "ow" 2
"sz" "N" "v" 8
"ho" "N" "j" 2
"n" "N" "dei" 9
"uda" "N" "re" 3
"oop" "N" "ho" 2
"q" "N" "ke" 5
"de" "N" "ope" 5
"adap" "N" "o" 2
"ered" "N" "dead" 4
"adow" "N" "pi" 2
"pera" "N" "th" 7
"h" "N" "oida" 5
"w" "N" "ery" 4
"eh" "N" "er" 10
"ooper" "N" "ph" 5
"que" "N" "oi" 2
"f" "N" "d'" 9
"ze" "N" "ir" 4
"s" "N" "dee" 6
"n" "N" "eddi" 5
"ippi" "N" "are" 2
"par" "N" "y" 5
"j" "N" "hi" 8
"deo" "N" "ja" 7
"jer" "N" "j" 7
"oid" "N" "hi" 3
"ded" "N" "cher" 3
"'" "N" "bb" 4
"our" "N" "appea" 3
"sse" "N" "po" 3
"adju" "N" "di" 10
"ue" "N" "ir" 3
"ada" "N" "se" 3
"w" "N" "eri" 12
"urd" "N" "z" 5
"eddi" "N" "m" 2
"edit" "N" "ura" 5
"udd" "N" "u" 9
"eo" "N" "ph" 5
"ke" "N" "ze" 15
"ie" "N" "power" 7
"w" "N" "aw" 13
"ur" "N" "appa" 2
"dow" "N" "ea" 3
"gia" "N" "pre" 4
"dup" "N" "ou" 2
"yer" "N" "ja" 5
"ire" "N" "d'" 4
"uo" "N" "ff" 26
"bbe" "N" "m" 3
"ayer" "N" "are" 15
"ger" "N" "eigh" 6
"ord" "N" "age" 3
"ju" "N" "ze" 6
"oppe" "N" "e" 6
"ude" "N" "-p" 5
"oid" "N" "up" 4
"oid" "N" "x" 16
"kes" "N" "jour" 2
"ge" "N" "ope" 6
"aa" "N" "q" 7
"idde" "N" "y" 2
"sz" "N" "po" 2
"co" "N" "wh" 2
"ur" "N" "ho" 3
"ude" "N" "is" 6
"ke" "N" "oo" 2
"ado" "N" "z" 6
"edo" "N" "ja" 7
"eide" "N" "ch" 6
"mm" "N" "ered" 2
"que" "N" "jour" 5
"ci" "N" "l" 12
"die" "N" "ide" 2
"ey" "N" "pie" 5
"oo" "N" "ya" 2
"d'" "N" "ed" 4
"uder" "N" "ja" 4
"g" "N" "urde" 17
"urde" "N" "e" 20
"ier" "N" "ei" 3
"z" "N" "eder" 3
"de" "N" "ke's" 5
"io" "N" "oi" 4
"ll" "N" "tsch" 2
"n" "N" "epe" 2
"u" "N" "edit" 3
"do" "N" "is" 20
"sse" "N" "te" 3
"pau" "N" "g" 9
"se" "N" "he" 5
"n" "N" "sse" 3
"q" "N" "o'" 2
"mme" "N" "ph" 9
"ear" "N" "z" 12
"y" "N" "et" 3
"co" "N" "ca" 4
"orough" "N" "ow" 3
"ed" "N" "awe" 6
"b" "N" "ayed" 5
"ough" "N" "al" 5
"c" "N" "eh" 13
"bb" "N" "io" 3
"eault" "N" "m" 5
"oe" "N" "ji" 4
"ah" "N" "du" 12
"i" "N" "ouri" 4
"g" "N" "dep" 24
"ng" "N" "adap" 3
"oppo" "N" "" 3
"l" "N" "st" 3
"ce" "N" "geo" 5
"ow" "N" "origi" 12
"re" "N" "ter" 2
"opera" "N" "ea" 3
"ewe" "N" "ch" 5
"py" "N" "u" 13
"z" "N" "yd" 2
"yd" "N" "o" 23
"aro" "N" "ck" 2
"be" "N" "jo" 9
"dow" "N" "q" 11
"s" "N" "epo" 3
"epo" "N" "v" 4
"ke" "N" "der" 10
"io" "N" "ei" 3
"ode" "N" "ha" 2
"ode" "N" "der" 8
"uppo" "N" "t" 6
"v" "N" "eder" 5
"cie" "N" "l" 5
"re" "N" "qu" 19
"or" "N" "poo" 7
"ee" "N" "jur" 2
"ergy" "N" "ur" 2
"ypi" "N" "e" 2
"idge" "N" "popu" 4
"ire" "N" "mm" 2
"te" "N" "edi" 4
"opi" "N" "m" 4
"w" "N" "joy" 4
"ited" "N" "de" 2
"r" "N" "dedu" 5
"k" "N" "pau" 4
"der" "N" "ia" 9
"ey" "N" "her" 7
"v" "N" "urge" 2
"oud" "N" "ear" 3
"o'" "N" "" 10
"hu" "N" "le" 4
"pay" "N" "per" 6
"ze" "N" "ord" 2
"u" "N" "eda" 2
"y" "N" "adde" 7
"pop" "N" "do" 2
"ap" "N" "ua" 2
"opa" "N" "po" 2
"e" "N" "urd" 3
"pe" "N" "sts" 2
"e" "N" "dip" 6
"p" "N" "iou" 4
"eaux" "N" "g" 7
"e" "N" "adow" 17
"m" "N" "l'" 2
"ck's" "N" "de" 5
"ck's" "N" "per" 7
"y'" "N" "ve" 2
"der" "N" "you" 6
"s" "N" "adop" 8
"ai" "N" "are" 11
"fe" "N" "al" 2
"pa" "N" "sz" 8
"ged" "N" "wh" 3
"ead" "N" "i'" 3
